"","Code Mimosa Corrigé","Economic reintegration Score","Social reintegration score","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","EconomicScore","SocialScore","Difference"
"704","LY1022002539",0.705,0.428333333333333,"Neutre","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Faible","Faible","Bien","Oui","Bien","Non","Bien","Acceptable","Faible","Faible",0.5,1,1,0.75,1,0.5,1,1,0,0.25,0.25,0.75,1,0.75,0,0.75,0.5,0.25,0.25,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.0825,0.0225,0.07,0.02,0.09,0.03,0,0,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0433333333333333,0.0216666666666667,0.705,0.428333333333333,0
"705","Ly1022002550",0.53,0.565,"Satisafait","Souvent( au moins une fois la semaine)","Oui","Très souvent ( plusieurs fois dans la semaine/chaque jours)","La dette est plus grande","Bien","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Faible","Bien",NA,"Bien","Oui","Bien","Acceptable","Acceptable","Bien",0.75,0.25,1,0,0,0.75,1,1,0,0.5,0.25,0.75,0.5,0.75,1,0.75,0.5,0.5,0.75,0.625,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.03,0.02,0.08,0.02,0,0,0,0,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.03,0.0075,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.05,0.025,0.53,0.6,0.0350000000000001
"706","LY1022002560",0.51,0.556666666666667,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","La dette est plus grande","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Acceptable","Faible","Acceptable","Acceptable",0.5,0.5,0,1,0,0.5,1,1,0,0.5,0.5,0.5,1,0.5,1,0.5,0.25,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0,0,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.51,0.556666666666667,0
"707","LY1022002562",0.4525,0.53,"Neutre","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","Aucun actif détenu Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Acceptable","Bien","Acceptable","Acceptable",0.5,0,1,0.75,1,0.25,0,1,0,0.5,0.5,0.5,1,0.25,1,0.5,0.75,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0,0,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.4525,0.53,0
"708","LY1022002581",0.5325,0.675,"Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Non","Arbres ( fruits","Oui","Bien","Acceptable","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Faible",0.25,0.5,1,1,1,0.5,0,1,0,0.75,0.5,0.75,1,0.75,1,0.75,0.75,0.75,0.25,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0.06,0.04,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.0375,0.0075,0.06,0.03,0.5325,0.675,0
"709","LY1022002588",0.4925,0.503333333333333,"Neutre","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Je souhaite ne pas répondre","Faible","Oui","Aucun actif détenu","Oui","Acceptable","Acceptable","Bien","Oui","Acceptable","Oui","Très bien","Faible","Faible","Faible",0.5,0.75,1,0.75,0.5,0.25,1,0,0,0.5,0.5,0.75,1,0.5,1,1,0.25,0.25,0.25,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.09,0.06,0.08,0.02,0.075,0.015,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0433333333333333,0.0216666666666667,0.4925,0.503333333333333,0
"710","LY1022002630",0.415,0.620833333333333,"Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Non","Actifs reçus de l'OIM","Oui","Acceptable","Bien","Bien","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.25,0,1,0.75,1,0.25,0,1,0,0.5,0.75,0.75,1,0.5,1,0.5,0.5,0.5,0.5,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0,0,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0433333333333333,0.0216666666666667,0.415,0.620833333333333,0
"711","LY1022002790",0.7025,0.66,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Non","Bien","Acceptable","Bien","Oui","Acceptable","Oui","Acceptable","Bien","Acceptable","Bien",0.75,0.5,1,0.75,1,0.5,1,0,1,0.75,0.5,0.75,1,0.5,1,0.5,0.75,0.5,0.75,0.625,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.05,0.025,0.7025,0.66,0
"712","LY1022002948",0.68,0.384166666666667,"Satisafait","Souvent( au moins une fois la semaine)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Bien","Oui","Aucun actif détenu","Non","Bien","Acceptable","Bien",NA,"Faible","Oui","Bien","Très faible","Faible","Très faible",0.75,0.25,1,0.5,1,0.75,1,0,1,0.75,0.5,0.75,0.5,0.25,1,0.75,0,0.25,0,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.03,0.02,0.08,0.02,0.05,0.01,0.08,0.04,0.0975,0.0225,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0,0,0.0366666666666667,0.0183333333333333,0.68,0.419166666666667,0.035
"713","LY1022003511",0.7925,0.833333333333333,"Satisafait","Jamais","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Acceptable","Oui","Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Très bien","Bien",0.75,1,1,0.75,0,0.5,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,1,0.75,0.791666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0.08,0.02,0.075,0.015,0,0,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.2,0.06,0.1125,0.0225,0.0633333333333333,0.0316666666666667,0.7925,0.833333333333333,0
"714","LY1022003512",0.78,0.78,"Satisafait","Jamais","Je ne sait pas","Jamais","Les dépenses sont plus importantes","Bien","Oui","Aucun actif détenu","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien",0.75,1,0.5,1,1,0.75,1,0,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0.04,0.01,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.78,0.78,0
"715","LY1022003524",0.86,0.78,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas","Jamais","Les dépenses sont plus importantes","Bien","Oui","Terre Bâtiments et structures","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien",0.75,0.75,0.5,1,1,0.75,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0.04,0.01,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.86,0.78,0
"716","LY1022003529",0.85,0.78,"Très satisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Équipement et outils","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien",1,0.5,1,0.75,1,0.5,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.85,0.78,0
"717","LY1022003530",0.88,0.621666666666667,"Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Arbres ( fruits","Non","Bien","Bien","Acceptable","Oui","Acceptable","Oui","Acceptable","Bien","Acceptable","Acceptable",1,0.75,1,0.75,1,0.5,1,1,1,0.75,0.75,0.5,1,0.5,1,0.5,0.75,0.5,0.5,0.583333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.88,0.621666666666667,0
"718","LY1022003535",0.5775,0.9075,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Acceptable","Oui","Terre Actifs reçus de l'OIM","Oui","Bien","Bien","Bien","Oui","Très bien","Oui","Bien","Très bien","Très bien","Très bien",0.75,0.5,1,0.5,0,0.5,1,1,0,0.75,0.75,0.75,1,1,1,0.75,1,1,1,0.875,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.05,0.01,0,0,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.07,0.035,0.5775,0.9075,0
"719","LY1022003542",0.85,0.881666666666667,"Satisafait","Jamais","Non","Jamais","Les dépenses sont plus importantes","Bien","Oui","Terre Bétails","Non","Bien","Bien","Très bien","Oui","Très bien","Oui","Bien","Bien","Bien","Très bien",0.75,1,0,1,1,0.75,1,1,1,0.75,0.75,1,1,1,1,0.75,0.75,0.75,1,0.833333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0,0,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.15,0.045,0.15,0.03,0.0666666666666667,0.0333333333333333,0.85,0.881666666666667,0
"720","LY1022003542",0.785,0.749166666666667,"Satisafait","Jamais","Non","Jamais","Les dépenses sont plus importantes","Bien","Oui","Terre Bétails","Non","Bien","Bien","Très bien","Oui","Très bien","Oui","Bien","Bien","Bien","Très bien",0.75,1,0,1,1,0.75,1,1,1,0.75,0.75,1,1,1,1,0.75,0.75,0.75,1,0.833333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0,0,0.1,0.02,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.15,0.045,0.15,0.03,0.0666666666666667,0.0333333333333333,0.85,0.881666666666667,0.1325
"721","LY1022003551",0.905,0.8375,"Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Non","Bien","Bien","Bien",NA,"Très bien","Oui","Bien","Très bien","Très bien","Très bien",1,0.75,1,1,1,0.5,1,1,1,0.75,0.75,0.75,0.5,1,1,0.75,1,1,1,0.875,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.09,0.06,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.07,0.035,0.905,0.8725,0.0350000000000001
"722","LY1022003560",0.8375,0.685,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","véhicules Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Bien","Oui","Acceptable","Oui","Acceptable","Bien","Bien","Bien",0.75,0.5,1,1,1,0.5,1,1,1,0.5,0.5,0.75,1,0.5,1,0.5,0.75,0.75,0.75,0.625,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.05,0.025,0.8375,0.685,0
"723","LY1022003564",0.72,0.476666666666667,"Très satisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Bâtiments et structures Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Bien","Non","Acceptable","Bien","Acceptable","Acceptable",1,0.5,1,0.75,1,0.5,1,1,0,0.5,0.5,0.5,0.5,0.75,0,0.5,0.75,0.5,0.5,0.583333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.09,0.03,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.72,0.511666666666667,0.035
"724","LY1022003598",0.905,0.78,"Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","véhicules Actifs reçus de l'OIM","Non","Bien","Bien","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Bien",1,0.75,1,1,1,0.5,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.75,0.75,0.75,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.09,0.06,0.08,0.02,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.06,0.03,0.905,0.78,0
"725","LY1022003611",0.6825,0.584166666666667,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Équipement et outils Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Bien","Bien","Bien",0.75,0.5,1,0.75,1,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.75,0.75,0.75,0.583333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0466666666666667,0.0233333333333333,0.6825,0.619166666666667,0.0349999999999999
"726","LY1022003675",0.67,0.398333333333333,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Non","Faible","Acceptable","Je ne sais pas",NA,"Acceptable","Oui","Faible","Très faible","Faible","Acceptable",0.75,0.5,1,0.75,1,0.25,1,0,1,0.25,0.5,0.5,0.5,0.5,1,0.25,0,0.25,0.5,0.291666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0233333333333333,0.0116666666666667,0.67,0.433333333333333,0.035
