"","Code Mimosa Corrigé","Economic reintegration Score","Social reintegration score","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","EconomicScore","SocialScore","Difference"
"22","NE1022X003370",0.5575,0.5575,"Neutre","Souvent( au moins une fois la semaine)","Non","Jamais","Les dépenses sont plus importantes","Faible","Non","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Bien","Oui","Faible","Oui","Acceptable","Acceptable","Acceptable","Acceptable",0.5,0.25,0,1,1,0.25,0,1,1,0.5,0.5,0.75,1,0.25,1,0.5,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.03,0.02,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.5575,0.5575,0
"23","LY1019001143",0.58,0.7125,"Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais",NA,"Bien","Oui","Aucun actif détenu","Non","Bien","Acceptable","Bien","Oui","Bien","Oui","Bien","Bien","Bien","Acceptable",0.75,0,0,1,0.5,0.75,1,0,1,0.75,0.5,0.75,1,0.75,1,0.75,0.75,0.75,0.5,0.75,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0,0,0,0,0.1,0.02,0.04,0.02,0.0975,0.0225,0.1,0.03,0,0,0.13,0.03,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.06,0.03,0.58,0.7125,0
"24","CH1022X000306",0.415,0.614166666666667,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Très faible","Oui","Aucun actif détenu","Oui","Acceptable","Acceptable","Bien",NA,"Bien","Oui","Très bien","Acceptable","Bien","Acceptable",0.5,0.5,0,1,1,0,1,0,0,0.5,0.5,0.75,0.5,0.75,1,1,0.5,0.75,0.5,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0,0,0.1,0.03,0,0,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0566666666666667,0.0283333333333333,0.415,0.649166666666667,0.035
"25","CH1022X000306",0.4925,0.471666666666667,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Très faible","Oui","Aucun actif détenu","Oui","Acceptable","Acceptable","Bien",NA,"Bien","Oui","Très bien","Acceptable","Bien","Acceptable",0.5,0.5,0,1,1,0,1,0,0,0.5,0.5,0.75,0.5,0.75,1,1,0.5,0.75,0.5,0.708333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0,0,0.1,0.03,0,0,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0566666666666667,0.0283333333333333,0.415,0.649166666666667,0.1775
"26","CH1022X000307",0.655,0.331666666666667,"Satisafait","Des fois ( 2 ou 3 fois le mois)","je ne souhaite pas répondre","Jamais","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Non","Très faible","Très faible","Faible",NA,"Bien","Oui","Faible","Faible","Acceptable","Faible",0.75,0.5,0.5,1,1,0.25,1,0,1,0,0,0.25,0.5,0.75,1,0.25,0.25,0.5,0.25,0.333333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.04,0.01,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0.13,0.03,0,0,0,0,0.0275,0.0075,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.0375,0.0075,0.0266666666666667,0.0133333333333333,0.655,0.366666666666667,0.035
"27","CH1022X000328",0.4475,0.544166666666667,"Neutre","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Oui","Acceptable","Acceptable","Bien",NA,"Bien","Oui","Très faible","Faible","Acceptable","Acceptable",0.5,0.5,0,1,1,0.25,1,0,0,0.5,0.5,0.75,0.5,0.75,1,0,0.25,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.4475,0.579166666666667,0.035
"28","CH1022X000329",0.285,0.325833333333333,"Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Faible","Non","Aucun actif détenu","Oui","Acceptable","Faible","Acceptable",NA,"Faible","Oui","Très faible","Faible","Faible","Faible",0.25,0.5,1,0.75,0,0.25,0,0,0,0.5,0.25,0.5,0.5,0.25,1,0,0.25,0.25,0.25,0.291666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0.06,0.04,0.08,0.02,0.075,0.015,0,0,0.0325,0.0075,0,0,0,0,0,0,0.05,0.015,0.03,0.0075,0.055,0.015,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0233333333333333,0.0116666666666667,0.285,0.360833333333333,0.035
"29","CH1022X000337",0.615,0.469166666666667,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Faible","Oui","Aucun actif détenu","Non","Faible","Acceptable","Bien",NA,"Bien","Non","Très faible","Acceptable","Acceptable","Acceptable",0.75,0.5,0,1,1,0.25,1,0,1,0.25,0.5,0.75,0.5,0.75,0,0,0.5,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0.0325,0.0075,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0.06,0.015,0.0825,0.0225,0.035,0.01,0.09,0.03,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.615,0.504166666666667,0.035
"30","CH1022X000546",0.705,0.529166666666667,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Oui","Jamais","Les dépenses sont plus importantes","Faible","Non","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Faible","Oui","Acceptable","Oui","Bien","Faible","Acceptable","Acceptable",0.75,0.5,1,1,1,0.25,0,1,1,0.5,0.5,0.25,1,0.5,1,0.75,0.25,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0.08,0.02,0.1,0.02,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0275,0.0075,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.705,0.529166666666667,0
"31","CH1022X000634",0.5025,0.3375,"Satisafait","Des fois ( 2 ou 3 fois le mois)","Non","Souvent( au moins une fois la semaine)","La dette est plus grande","Je ne sais pas","Non","Actifs reçus de l'OIM","Non","Faible","Faible","Je ne sais pas",NA,"Je ne sais pas","Oui","Bien","Très faible","Faible","Faible",0.75,0.5,0,0.25,0,0.5,0,1,1,0.25,0.25,0.5,0.5,0.5,1,0.75,0,0.25,0.25,0.375,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.06,0.04,0,0,0.025,0.005,0,0,0.065,0.015,0,0,0.11,0.03,0.13,0.03,0.025,0.0075,0.03,0.0075,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.03,0.015,0.5025,0.3725,0.035
"32","CH1022X000635",0.815,0.521666666666667,"Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Des fois ( 2 ou 3 fois le mois)",NA,"Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Bien","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Bien","Acceptable","Acceptable",1,0.75,1,0.5,0.5,0.5,1,1,1,0.75,0.5,0.5,0.5,0.5,1,0.5,0.75,0.5,0.5,0.583333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.09,0.06,0.08,0.02,0.05,0.01,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0.815,0.556666666666667,0.0349999999999999
"33","CH1022X000640",0.675,0.5675,"Neutre","Jamais","Non","Jamais",NA,"Très faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Bien","Acceptable","Acceptable","Bien",0.5,1,0,1,0.5,0,1,1,1,0.5,0.5,0.5,1,0.25,1,0.75,0.5,0.5,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0,0,0.1,0.02,0.04,0.02,0,0,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.04,0.02,0.675,0.5675,0
"34","CH1022X000640",0.675,0.71,"Neutre","Jamais","Non","Jamais",NA,"Très faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Bien","Acceptable","Acceptable","Bien",0.5,1,0,1,0.5,0,1,1,1,0.5,0.5,0.5,1,0.25,1,0.75,0.5,0.5,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.12,0.08,0,0,0.1,0.02,0.04,0.02,0,0,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.04,0.02,0.675,0.5675,-0.1425
"35","CH1022X000654",0.73,0.506666666666667,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Non","Faible","Acceptable","Acceptable","Acceptable",0.75,0.75,0,0.75,1,0.25,1,1,1,0.5,0.5,0.5,1,0.5,0,0.25,0.5,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.73,0.506666666666667,0
"36","CH1022X000682",0.76,0.54,"Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Non","Rarement( Une fois le mois ou pas tous les mois)",NA,"Je ne sais pas","Oui","Actifs reçus de l'OIM","Non","Acceptable","Bien","Acceptable","Oui","Acceptable","Non","Faible","Bien","Acceptable","Acceptable",1,0.75,0,0.75,0.5,0.5,1,1,1,0.5,0.75,0.5,1,0.5,0,0.25,0.75,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.15,0.05,0.09,0.06,0,0,0.075,0.015,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.09,0.0225,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.76,0.54,0
"37","CH1022X001055",0.45,0.350833333333333,"Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Faible","Non","Actifs reçus de l'OIM","Oui","Faible","Faible","Faible",NA,"Acceptable","Non","Acceptable","Acceptable","Acceptable","Acceptable",0.25,0.5,1,0.5,1,0.25,0,1,0,0.25,0.25,0.25,0.5,0.5,0,0.5,0.5,0.5,0.5,0.416666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.0325,0.0075,0,0,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.0275,0.0075,0.035,0.01,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.075,0.015,0.0333333333333333,0.0166666666666667,0.45,0.385833333333333,0.035
"38","CH1022X001067",0.7925,0.653333333333333,"Satisafait","Jamais","Oui","Jamais",NA,"Très faible","Oui","Actifs reçus de l'OIM Autre (veuillez préciser)","Non","Acceptable","Bien","Acceptable","Oui","Acceptable","Oui","Bien","Très bien","Bien","Acceptable",0.75,1,1,1,0.5,0,1,1,1,0.5,0.75,0.5,1,0.5,1,0.75,1,0.75,0.5,0.666666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.12,0.08,0.08,0.02,0.1,0.02,0.04,0.02,0,0,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.09,0.0225,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0533333333333333,0.0266666666666667,0.7925,0.653333333333333,0
"39","CH1022X001452/EUTFGIN25201",0.715,0.310833333333333,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Faible","Oui","Actifs reçus de l'OIM","Non","Faible","Faible","Acceptable",NA,"Faible","Oui","Acceptable","Bien","Faible","Faible",0.75,0.75,0,1,0.5,0.25,1,1,1,0.25,0.25,0.5,0.5,0.25,1,0.5,0.75,0.25,0.25,0.416666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.025,0.0075,0.03,0.0075,0.055,0.015,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0333333333333333,0.0166666666666667,0.715,0.345833333333333,0.035
"40","CH1022X001480",0.6125,0.493333333333333,"Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Rarement( Une fois le mois ou pas tous les mois)","Je souhaite ne pas répondre","Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Acceptable","Bien","Acceptable","Acceptable",0.75,0.75,0,0.75,0.5,0.5,1,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.75,0.5,0.5,0.541666666666667,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.1125,0.0375,0.09,0.06,0,0,0.075,0.015,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0433333333333333,0.0216666666666667,0.6125,0.528333333333333,0.035
"41","CH1022X001811X1",0.2925,0.486666666666667,"Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Acceptable","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Faible","Acceptable","Acceptable","Acceptable",0.25,0.5,1,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0.06,0.04,0.08,0.02,0.05,0.01,0,0,0.065,0.015,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.2925,0.521666666666667,0.035
"42","CH1022X001825X1",0.645,0.486666666666667,"Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Acceptable","Oui","Faible","Acceptable","Acceptable","Acceptable",0.5,0.5,1,0.75,1,0.5,1,1,0,0.5,0.5,0.5,0.5,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.06,0.04,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0.645,0.521666666666667,0.035
"43","CH1022X001829X1",0.4575,0.52,"Insatisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","La dette est plus grande","Acceptable","Non","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable",NA,"Bien","Oui","Faible","Acceptable","Acceptable","Acceptable",0.25,0.75,1,0.75,0,0.5,0,1,0,0.5,0.5,0.5,0.5,0.75,1,0.25,0.5,0.5,0.5,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.0375,0.0125,0.09,0.06,0.08,0.02,0.075,0.015,0,0,0.065,0.015,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.04,0.02,0.4575,0.555,0.035
"44","CH1022X001844X1",0.7875,0.5875,"Neutre","Rarement( Une fois le mois ou pas tous les mois)","Oui","Souvent( au moins une fois la semaine)","Les dépenses sont plus importantes","Bien","Oui","Actifs reçus de l'OIM","Non","Acceptable","Faible","Acceptable",NA,"Bien","Oui","Acceptable","Bien","Bien","Bien",0.5,0.75,1,0.25,1,0.75,1,1,1,0.5,0.25,0.5,0.5,0.75,1,0.5,0.75,0.75,0.75,0.625,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.075,0.025,0.09,0.06,0.08,0.02,0.025,0.005,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.03,0.0075,0.055,0.015,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.05,0.025,0.7875,0.6225,0.0349999999999999
