"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","VOTs","UMINOR","HealthCondition","CounsellingStatus","EconomicSupport","FinancialServices","JobPlacement","Microbusiness","Training","SocialSupport","ChildCare","Education","Housing","LegalServices","MaterialAssistance","MedicalSupport","SocialProtectionSchemes","PsychosocialSupport","Microbusinesslevel","MicrobusinessDeliveredBy","MicrobusinessFormOfAssistance"
"AU1022001355",0.7499999999999999,0.77,0.615,0.7325,"0",NA,77,46.916666666666664,"Homme","37","Inde","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"BF1022001030",0.58,0.7125000000000001,0.2825,0.54,"16",3,190,-36.041666666666664,"Femme","43","Algérie","Burkina Faso","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","CAS"
"CH1022X000306",0.41500000000000004,0.6491666666666667,0.7175,0.6308333333333334,"1",4,222,95.95833333333333,"Homme","23","Niger","Sierra Leone","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"CH1022X000307",0.655,0.36666666666666664,0.8325,0.6433333333333333,"2",4,222,113.95833333333333,"Homme","24","Algérie","Sierra Leone","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"CH1022X000328",0.4475,0.5791666666666666,0.6825,0.5483333333333333,"1",4,222,113.95833333333333,"Homme","26","Niger","Sierra Leone","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"CH1022X000329",0.28500000000000003,0.3608333333333333,0.47750000000000004,0.35416666666666663,"0",4,222,113.95833333333333,"Homme","28","Niger","Sierra Leone","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Collective","IOM Direct Assistance",NA
"CH1022X000337",0.615,0.5041666666666667,0.8325,0.6333333333333334,"0",4,222,113.95833333333333,"Homme","21","Niger","Sierra Leone","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"CH1022X000546",0.7050000000000001,0.5291666666666667,0.8724999999999999,0.7033333333333335,"1",2,127,185.95833333333334,"Homme","20","Algérie","Guinee Conakry","No","No","No",NA,"Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X000634",0.5025,0.37249999999999994,0.7150000000000001,0.555,"1",NA,46,259.9583333333333,"Homme","28","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"CH1022X000635",0.815,0.5566666666666666,0.8975,0.7683333333333335,"0",NA,106,199.95833333333334,"Homme","23","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X000640",0.675,0.5675000000000001,0.8,0.7025000000000001,"3",NA,197,114.95833333333333,"Homme","28","Algérie","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"CH1022X000654",0.73,0.5066666666666667,0.89,0.7008333333333335,"2",NA,104,208.95833333333334,"Homme","30","Libye","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X000682",0.76,0.54,0.9874999999999999,0.7400000000000002,"2",NA,62,243.95833333333334,"Homme","28","Algérie","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001055",0.44999999999999996,0.3858333333333333,0.7025,0.5141666666666667,"1",NA,90,203.95833333333334,"Homme","22","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001067",0.7925,0.6533333333333333,0.865,0.7791666666666668,"1",NA,103,180.95833333333334,"Homme","37","Algérie","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001452",0.715,0.3458333333333333,0.8474999999999999,0.6666666666666667,"1",NA,326,-49.041666666666664,"Homme","28","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001480",0.6124999999999999,0.5283333333333333,0.8849999999999999,0.7016666666666668,"1",NA,54,223.95833333333334,"Homme","22","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001811X1",0.2925,0.5216666666666667,0.8374999999999999,0.5783333333333334,"0",5,32,229.95833333333334,"Homme","23","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001825X1",0.645,0.5216666666666667,0.8274999999999999,0.6758333333333335,"4",5,32,257.9583333333333,"Femme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001829X1",0.4575,0.555,0.7975,0.6150000000000001,"5",5,32,243.95833333333334,"Homme","30","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001844X1",0.7875,0.6225,0.8,0.755,"2",5,32,216.95833333333334,"Homme","27","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001878X1",0.31500000000000006,0.555,0.8274999999999999,0.5875000000000001,"4",5,32,243.95833333333334,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X001884X1",0.75,0.6766666666666667,0.8,0.7483333333333334,"0",5,32,225.95833333333334,"Homme","31","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002046",0.7174999999999999,0.4716666666666667,0.825,0.6433333333333334,"1",NA,57,206.95833333333334,"Homme","19","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002198X1",0.53,0.41166666666666674,0.8899999999999999,0.5983333333333334,"1",5,53,214.95833333333334,"Homme","23","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002213X1",0.7124999999999999,0.4658333333333334,0.9025000000000001,0.7216666666666669,"9",5,53,219.95833333333334,"Homme","32","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002224X1",0.675,0.56,0.8,0.7075000000000001,"2",5,53,193.95833333333334,"Homme","33","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002238X1",0.49750000000000005,0.525,0.8049999999999999,0.6250000000000001,"6",NA,79,193.95833333333334,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002258X1",0.7575,0.5216666666666667,0.835,0.7133333333333335,"7",5,29,229.95833333333334,"Homme","32","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002280X1",0.8424999999999999,0.5783333333333334,0.8374999999999999,0.7666666666666667,"4",5,73,199.95833333333334,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002292X1",0.83,0.48833333333333334,0.8899999999999999,0.7441666666666669,"6",5,29,257.9583333333333,"Homme","34","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002296X1",0.7875,0.45999999999999996,0.77,0.6950000000000002,"13",5,29,217.95833333333334,"Homme","30","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002307X1",0.6425,0.555,0.8125,0.7175,"1",NA,53,219.95833333333334,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002333X1",0.39249999999999996,0.525,0.8625,0.6150000000000001,"7",5,53,219.95833333333334,"Homme","46","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002556X1",0.44,0.5483333333333333,0.8599999999999999,0.6616666666666667,"1",5,97,146.95833333333334,"Homme","21","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002558X1",0.675,0.5216666666666667,0.89,0.7258333333333334,"3",5,54,215.95833333333334,"Homme","31","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X002567X1",0.765,0.39749999999999996,0.815,0.67,"1",5,50,206.95833333333334,"Homme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002570X1",0.6825,0.555,0.7825,0.6975000000000001,"0",5,50,197.95833333333334,"Homme","39","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002580X1",0.4525,0.4275,0.7675000000000001,0.5800000000000001,"4",5,70,199.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002587X1",0.7124999999999999,0.4716666666666667,0.8400000000000001,0.6658333333333334,"2",5,50,205.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002598X1",0.475,0.37583333333333335,0.8274999999999999,0.5516666666666667,"4",5,50,239.95833333333334,"Homme","27","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X002608X1",0.5449999999999999,0.5916666666666666,0.8525,0.6333333333333333,"0",5,50,220.95833333333334,"Homme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002643X1",0.875,0.5475,0.7925,0.7500000000000002,"0",5,65,201.95833333333334,"Homme","30","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002683X1",0.5025,0.4041666666666667,0.77,0.5533333333333333,"8",5,80,160.95833333333334,"Homme","26","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002685X1",0.6525,0.6375000000000001,0.8400000000000001,0.7325,"2",5,72,168.95833333333334,"Homme","32","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002698X1",0.6825,0.49333333333333335,0.8274999999999999,0.6791666666666668,"2",5,93,186.95833333333334,"Homme","34","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002732",0.535,0.38,0.81,0.5650000000000001,"3",5,35,245.95833333333334,"Homme","38","Libye","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002737X1",0.6375000000000001,0.4575,0.7975,0.6525000000000001,"2",5,66,201.95833333333334,"Homme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002744X1",0.4125,0.4575,0.7000000000000001,0.5575000000000001,"2",5,72,194.95833333333334,"Homme","23","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002766X1",0.78,0.4175,0.865,0.6925000000000001,"1",5,142,119.95833333333333,"Homme","35","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002946X1",0.42750000000000005,0.4633333333333333,0.77,0.5966666666666667,"4",5,63,200.95833333333334,"Homme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X002986X1",0.5575,0.4841666666666667,0.815,0.6408333333333334,"0",5,90,173.95833333333334,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X002998X1",0.7825,0.4508333333333333,0.7300000000000001,0.6691666666666668,"0",5,63,170.95833333333334,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003006X1",0.7825,0.39666666666666667,0.67,0.6333333333333334,"0",5,60,173.95833333333334,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X003007X1",0.5775,0.65,0.8225,0.6975,"0",5,60,173.95833333333334,"Homme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003017X1",0.8,0.43000000000000005,0.78,0.6700000000000002,"10",5,126,122.95833333333333,"Homme","25","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003041X1",0.37,0.5233333333333334,0.5175000000000001,0.4491666666666667,"5",5,63,199.95833333333334,"Homme","27","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X003113X1",0.815,0.5216666666666667,0.8525,0.7208333333333334,"8",5,65,195.95833333333334,"Homme","31","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X003139X1",0.5025000000000001,0.4066666666666667,0.8175,0.6008333333333334,"5",5,39,215.95833333333334,"Homme","25","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X003160X1",0.475,0.3333333333333333,0.7975,0.5616666666666668,"1",5,28,247.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X003200X1",0.7374999999999999,0.45999999999999996,0.7975,0.6850000000000002,"0",5,39,198.95833333333334,"Homme","21","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X003203X1",0.48750000000000004,0.5066666666666667,0.7274999999999999,0.5633333333333334,"0",5,73,187.95833333333334,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X003235X1",0.5275,0.45416666666666666,0.7000000000000001,0.6033333333333335,"2",5,39,221.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003789X1",0.9299999999999999,0.5858333333333333,0.8725,0.8116666666666668,"5",5,118,122.95833333333333,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003790X1",0.7875,0.7066666666666668,0.8274999999999999,0.7758333333333335,"5",5,56,195.95833333333334,"Homme","25","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003796X1",0.6325,0.5758333333333333,0.7425,0.6741666666666667,"0",5,36,199.95833333333334,"Homme","20","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003805X1",0.8175,0.5266666666666667,0.8374999999999999,0.7533333333333334,"2",5,36,205.95833333333334,"Homme","30","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X003817X1",0.5125000000000001,0.4916666666666667,0.8274999999999999,0.6308333333333335,"2",5,83,175.95833333333334,"Homme","23","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X003853X1",0.7625000000000001,0.485,0.7975,0.6850000000000002,"1",5,36,222.95833333333334,"Homme","25","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X003864X1",0.6575,0.475,0.8274999999999999,0.6475000000000002,"0",NA,124,151.95833333333334,"Homme","25","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X004534X1",0.575,0.38583333333333336,0.7025,0.5791666666666667,"2",5,32,222.95833333333334,"Homme","30","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X004536X1",0.6025,0.505,0.81,0.6150000000000001,"0",5,52,178.95833333333334,"Homme","19","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004558X1",0.6675,0.49,0.8899999999999999,0.7050000000000001,"1",5,32,225.95833333333334,"Homme","23","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X004572X1",0.87,0.4075,0.9025000000000001,0.7275000000000003,"3",5,32,205.95833333333334,"Homme","32","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004577X1",0.8375,0.5875000000000001,0.665,0.7150000000000001,"6",5,32,204.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004587X1",0.7374999999999999,0.6208333333333332,0.77,0.7316666666666668,"2",5,32,199.95833333333334,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004626X1",0.5025000000000001,0.36916666666666664,0.8274999999999999,0.5733333333333334,"1",5,32,226.95833333333334,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004632X1",0.6950000000000001,0.4916666666666667,0.8274999999999999,0.6883333333333335,"0",5,32,240.95833333333334,"Homme","25","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004656X1",0.8175,0.36749999999999994,0.8325,0.7025000000000001,"6",5,128,108.95833333333333,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004674X1",0.5375000000000001,0.4558333333333333,0.9075,0.6541666666666667,"3",5,59,179.95833333333334,"Homme","26","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X004675X1",0.6075,0.4766666666666667,0.865,0.6258333333333335,"0",5,32,226.95833333333334,"Homme","20","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008017X1",0.8424999999999999,0.49,0.7825,0.7275,"0",5,45,179.95833333333334,"Homme","29","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X008030X1",0.825,0.47416666666666674,0.835,0.6958333333333335,"0",5,45,184.95833333333334,"Homme","22","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008048X1",0.59,0.48,0.8225,0.6175000000000002,"2",5,45,206.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008056X1",0.8424999999999999,0.5166666666666667,0.8600000000000001,0.7483333333333335,"3",5,90,139.95833333333334,"Homme","32","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X008060X1",0.8099999999999999,0.5566666666666666,0.68,0.7058333333333334,"0",5,45,180.95833333333334,"Homme","28","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008073X1",0.6425,0.5333333333333333,0.6649999999999999,0.5641666666666668,"6",92,156,84.95833333333333,"Homme","24","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008080X1",0.775,0.5975000000000001,0.8899999999999999,0.7125000000000001,"3",5,149,102.95833333333333,"Homme","27","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X008092X1",0.7200000000000001,0.35083333333333333,0.5325,0.4566666666666668,"1",NA,45,186.95833333333334,"Homme","32","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"CH1022X008097X1",0.6875,0.48083333333333333,0.7975,0.6841666666666668,"0",5,85,181.95833333333334,"Homme","27","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008109X1",0.58,0.6283333333333333,0.86,0.7091666666666668,"1",5,72,168.95833333333334,"Homme","20","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008143X1",0.6549999999999999,0.5608333333333333,0.635,0.5941666666666667,"0",5,85,158.95833333333334,"Homme","21","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","Individual","IOM Direct Assistance","KND"
"CH1022X008501",0.715,0.6400000000000001,0.9275,0.7800000000000002,"0",NA,29,212.95833333333334,"Homme","30","Niger","Guinee Conakry","No","No","No",NA,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008522X1",0.5025000000000001,0.6158333333333333,0.835,0.6741666666666667,"0",5,52,192.95833333333334,"Homme","21","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008524X1",0.4025000000000001,0.445,0.775,0.5525000000000001,"7",5,114,110.95833333333333,"Homme","27","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
"CH1022X008534X1",0.7124999999999999,0.48833333333333334,0.7425,0.6766666666666667,"3",5,38,180.95833333333334,"Homme","23","Algérie","Mali","No","No","No","Completed","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Individual","IOM Direct Assistance","CAS, KND"
