"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","VOTs","UMINOR","HealthCondition","CounsellingStatus","EconomicSupport","FinancialServices","JobPlacement","Microbusiness","Training","SocialSupport","ChildCare","Education","Housing","LegalServices","MaterialAssistance","MedicalSupport","SocialProtectionSchemes","PsychosocialSupport","Microbusinesslevel","MicrobusinessDeliveredBy","MicrobusinessFormOfAssistance"
"NE1022X001218",0.37250000000000005,0.525,0.7425,0.5850000000000001,"1",NA,77,182.91666666666666,"Homme","1","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001219",0.46499999999999997,0.6225,0.7425,0.6300000000000001,"2",NA,72,187.91666666666666,"Homme","32","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001220",0.4925,0.49833333333333335,0.7675,0.5891666666666666,"3",NA,71,188.91666666666666,"Homme","37","Niger","Niger","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001221",0.46499999999999997,0.5641666666666667,0.7999999999999999,0.6358333333333334,"2",NA,71,188.91666666666666,"Homme","22","Niger","Niger","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance",NA
"NE1022X001224",0.5950000000000001,0.5533333333333333,0.815,0.6616666666666667,"1",NA,78,181.91666666666666,"Homme","1","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001225",0.52,0.5575,0.8025,0.64,"2",NA,72,187.91666666666666,"Homme","25","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001298",0.745,0.6816666666666666,0.97,0.8183333333333336,"5",NA,110,207.95833333333334,"Homme","30","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001302",0.5425,0.5833333333333334,0.885,0.6841666666666667,"1",NA,282,32.958333333333336,"Homme","23","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Community","IOM Direct Assistance","KND"
"NE1022X001321",0.6175,0.5625,0.8099999999999999,0.7050000000000002,"0",50,NA,NA,"Homme","19","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No",NA,NA,NA
"NE1022X001328",0.815,0.685,0.855,0.7950000000000003,"0",NA,97,194.95833333333334,"Homme","34","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001329",0.41000000000000003,0.4666666666666667,0.43499999999999994,0.42833333333333345,"2",NA,55,246.95833333333334,"Homme","38","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001336",0.52,0.5641666666666666,0.865,0.6258333333333332,"1",NA,48,260.9583333333333,"Homme","30","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001337",0.545,0.9341666666666668,0.8624999999999999,0.7808333333333334,"4",11,69,239.95833333333334,"Homme","23","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001339",0.57,0.7066666666666668,0.7275,0.6983333333333335,"0",NA,55,245.95833333333334,"Homme","30","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001345",0.7075,0.4758333333333334,0.915,0.6916666666666668,"0",NA,48,251.95833333333334,"Homme","23","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001350",0.5025000000000001,0.475,0.56,0.4500000000000002,"0",NA,79,225.95833333333334,"Homme","22","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001430",0.65,0.4866666666666667,0.8400000000000001,0.6608333333333335,"1",NA,177,91.95833333333333,"Homme","21","Niger","Gambie","No","No","No","Requested","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"NE1022X001454",0.7749999999999999,0.7075,0.855,0.7575000000000002,"5",NA,195,63.958333333333336,"Homme","25","Maroc","Cameroun","No","No","No","In Process","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001465",0.665,0.5566666666666666,0.7175000000000001,0.6783333333333333,"2",NA,256,35.958333333333336,"Homme","19","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001467",0.835,0.7083333333333334,0.89,0.8066666666666669,"0",NA,256,17.958333333333332,"Homme","28","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001640",0.6025,0.5933333333333333,0.8125,0.6866666666666668,"2",3,56,240.95833333333334,"Homme","23","Niger","Nigeria","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001641",0.57,0.53,0.7525,0.64,"1",3,77,220.95833333333334,"Homme","23","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001643",0.6775,0.5941666666666666,0.7525000000000001,0.7083333333333335,"1",3,48,248.95833333333334,"Homme","30","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001661",0.5725,0.5966666666666667,0.7525000000000001,0.6808333333333335,"2",3,49,247.95833333333334,"Homme","30","Niger","Nigeria","No","No","Yes","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001662",0.5850000000000001,0.5375,0.7400000000000001,0.625,"1",3,49,247.95833333333334,"Homme","38","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001665",0.5775,0.42833333333333334,0.8225,0.6166666666666667,"0",3,113,152.95833333333334,"Homme","27","Niger","Nigeria","No","No","Yes","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001668X1",0.6575,0.4475,0.8150000000000001,0.64,"5",3,91,157.95833333333334,"Homme","47","Libye","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001669",0.6525,0.5633333333333334,0.7675000000000001,0.6891666666666667,"1",3,190,108.95833333333333,"Homme","52","Libye","Nigeria","No","No","Yes","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X001949",0.5725,0.3375,0.315,0.405,"0",NA,211,28.958333333333332,"Homme","26","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001952",0.8274999999999999,0.7308333333333333,0.8225,0.7916666666666666,"1",NA,236,36.958333333333336,"Homme","19","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001955",0.8025,0.7150000000000001,0.5175000000000001,0.7200000000000001,"2",NA,240,-1.0416666666666667,"Homme","29","Libye","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001958",0.4774999999999999,0.615,0.4,0.4600000000000001,"3",NA,127,115.95833333333333,"Homme","26","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X001989",0.5375000000000001,0.4666666666666667,0.755,0.6308333333333334,"0",NA,49,223.95833333333334,"Homme","22","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001992",0.41,0.5933333333333334,0.6925,0.5541666666666668,"0",NA,49,235.95833333333334,"Homme","26","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X001996",0.31000000000000005,0.545,0.515,0.505,"5",NA,70,189.95833333333334,"Homme","19","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002001",0.4225,0.4325,0.7375,0.5775,"2",NA,69,89.95833333333333,"Homme","37","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002183",0.67,0.555,0.7925,0.6800000000000002,"0",4,197,89.95833333333333,"Homme","32","Niger","Sierra Leone","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance",NA
"NE1022X002185",0.6775,0.6883333333333334,0.8099999999999999,0.7691666666666668,"0",NA,75,194.95833333333334,"Homme","42","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002207X1",0.5075,0.4083333333333333,0.5175,0.4966666666666667,"2",NA,103,161.95833333333334,"Homme","30","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002208X1",0.46499999999999997,0.5316666666666667,0.8525,0.6233333333333333,"7",NA,100,165.95833333333334,"Homme","23","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002209",0.45499999999999996,0.6516666666666666,0.6175,0.6158333333333333,"1",NA,65,220.95833333333334,"Homme","32","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002212X1",0.5874999999999999,0.5916666666666666,0.7175,0.6408333333333334,"2",NA,252,12.958333333333334,"Homme","22","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002214X1",0.6699999999999999,0.42583333333333334,0.945,0.6791666666666668,"0",NA,252,13.958333333333334,"Homme","20","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002218X1",0.6825,0.5566666666666666,0.8350000000000001,0.7008333333333334,"0",NA,80,192.95833333333334,"Homme","26","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002219X1",0.48,0.36,0.8225,0.53,"0",NA,64,207.95833333333334,"Homme","20","Maroc","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002221X1",0.6225,0.515,0.8350000000000001,0.6725,"2",NA,252,21.958333333333332,"Homme","21","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002232",0.845,0.7766666666666666,0.7949999999999999,0.8033333333333335,"2",4,245,14.958333333333334,"Homme","47","Niger","Ghana","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","KND"
"NE1022X002343",0.8175,0.5291666666666667,0.78,0.7483333333333334,"2",NA,41,211.95833333333334,"Homme","21","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002352",0.3725,0.7216666666666667,0.59,0.5783333333333335,"1",NA,90,153.95833333333334,"Homme","19","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002357",0.7174999999999999,0.4683333333333333,0.945,0.7091666666666667,"7",NA,57,194.95833333333334,"Homme","24","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002365",0.7325,0.6775,0.615,0.6775,"5",0,90,152.95833333333334,"Homme","36","Niger","Cote d'ivoire","No","No","No","Completed","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002397",0.8274999999999999,0.6141666666666665,0.5750000000000001,0.7033333333333334,"0",NA,221,2.9583333333333335,"Homme","24","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X002407",0.7725,0.6291666666666667,0.7050000000000001,0.7008333333333332,"1",NA,225,-4.041666666666667,"Homme","36","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X002409",0.7975,0.4966666666666667,0.6725,0.6558333333333333,"0",NA,225,-1.0416666666666667,"Homme","24","Algérie","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X002420",0.8724999999999999,0.7083333333333334,0.915,0.8466666666666668,"0",NA,221,-0.041666666666666664,"Femme","45","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X002425",0.41500000000000004,0.5583333333333333,0.8025,0.6216666666666668,"2",NA,60,161.95833333333334,"Homme","24","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002427",0.4675,0.4675,0.8025,0.5850000000000001,"2",NA,61,160.95833333333334,"Homme","21","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002428",0.43500000000000005,0.5891666666666666,0.8025,0.6108333333333333,"1",NA,60,161.95833333333334,"Homme","1","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002429",0.71,0.45249999999999996,0.8025,0.67,"3",NA,60,161.95833333333334,"Homme","3","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002430",0.515,0.4391666666666667,0.7050000000000001,0.5733333333333334,"3",NA,76,145.95833333333334,"Homme","3","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002623",0.6475,0.4925,0.7100000000000001,0.6450000000000001,"1",3,116,93.95833333333333,"Homme","29","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002626",0.45500000000000007,0.6225,0.8099999999999999,0.66,"2",4,112,143.95833333333334,"Homme","39","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002631",0.7025,0.5633333333333334,0.7400000000000001,0.6891666666666667,"1",3,99,157.95833333333334,"Homme","25","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002652",0.5475,0.22166666666666668,0.785,0.5183333333333334,"2",4,80,160.95833333333334,"Homme","35","Libye","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002656",0.26,0.5233333333333334,0.7150000000000001,0.5516666666666667,"1",4,124,128.95833333333334,"Homme","35","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002743",0.8274999999999999,0.6275000000000001,0.83,0.775,"0",NA,158,36.958333333333336,"Femme","35","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002754",0.17750000000000002,0.37749999999999995,0.6000000000000001,0.3975000000000001,"0",NA,197,40.958333333333336,"Homme","26","Algérie","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002755",0.7075,0.5566666666666666,0.5875,0.6233333333333333,"4",NA,168,24.958333333333332,"Homme","26","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X002857X1",0.57,0.5633333333333334,0.74,0.6541666666666667,"8",NA,219,12.958333333333334,"Homme","28","Libye","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002862X1",0.5825,0.56,0.8775,0.6925000000000001,"0",NA,71,165.95833333333334,"Homme","25","Niger","Senegal","No","No","No","Completed","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002997",0.68,0.5516666666666666,0.8025,0.6733333333333333,"2",NA,62,98.95833333333333,"Homme","21","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002998",0.41500000000000004,0.4075,0.7725,0.5575000000000001,"3",NA,72,88.95833333333333,"Homme","3","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X002999",0.44000000000000006,0.4675,0.8025,0.5925000000000001,"2",NA,63,117.95833333333333,"Homme","2","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003000",0.6,0.4958333333333334,0.7425,0.6316666666666667,"3",NA,63,117.95833333333333,"Homme","22","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003001",0.56,0.5541666666666667,0.8025,0.6383333333333333,"2",NA,63,117.95833333333333,"Homme","23","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003002",0.5700000000000001,0.49833333333333335,0.7425,0.6116666666666668,"25",NA,62,118.95833333333333,"Homme","25","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003004",0.7125,0.4075,0.73,0.6175000000000002,"24",NA,63,117.95833333333333,"Homme","24","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003005",0.44000000000000006,0.49416666666666675,0.79,0.5933333333333335,"1",NA,62,118.95833333333333,"Homme","20","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003006",0.575,0.49416666666666675,0.815,0.6508333333333334,"28",NA,63,117.95833333333333,"Homme","28","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003007",0.775,0.4608333333333334,0.79,0.6766666666666667,"2",NA,62,119.95833333333333,"Homme","20","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003008",0.7475,0.49833333333333335,0.7525,0.6766666666666667,"2",NA,62,119.95833333333333,"Homme","24","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003009",0.6025,0.4641666666666667,0.79,0.6208333333333335,"1",NA,62,119.95833333333333,"Homme","20","Niger","Tchad","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003313",0.875,0.7050000000000001,0.835,0.8150000000000001,"1",NA,172,2.9583333333333335,"Homme","25","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X003320",0.86,0.7216666666666667,0.78,0.8133333333333334,"0",NA,172,2.9583333333333335,"Homme","24","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X003337",0.725,0.4283333333333333,0.39249999999999996,0.5666666666666668,"4",NA,147,38.958333333333336,"Femme","35","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Individual","IOM Direct Assistance","CAS"
"NE1022X003356",0.535,0.5383333333333332,0.7275,0.6041666666666666,"7",NA,271,-88.04166666666667,"Homme","31","Algérie","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X003364",0.6174999999999999,0.7766666666666666,0.785,0.7483333333333334,"0",88,NA,NA,"Homme","17","Niger","Cameroun","No","No","No","Completed","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No",NA,NA,NA
"NE1022X003370",0.66,0.5366666666666666,0.915,0.7483333333333335,"1",NA,63,114.95833333333333,"Homme","24","Niger","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Individual","IOM Direct Assistance","KND"
"NE1022X003408",0.5725,0.35749999999999993,0.89,0.6150000000000001,"1",NA,83,94.95833333333333,"Homme","22","Niger","Gambie","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Community","IOM Direct Assistance","KND"
"NE1022X003612",0.91,0.5566666666666666,0.77,0.7783333333333333,"0",3,122,85.95833333333333,"Homme","26","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003621",0.8099999999999999,0.5258333333333334,0.7949999999999999,0.7391666666666667,"0",3,117,90.95833333333333,"Homme","27","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003682",0.665,0.37,0.74,0.6150000000000001,"1",3,230,-60.041666666666664,"Homme","27","Niger","Niger","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003692",0.7,0.46166666666666667,0.7925,0.6783333333333333,"1",3,116,94.95833333333333,"Homme","24","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003720",0.7825,0.56,0.7675,0.7100000000000001,"1",3,55,156.95833333333334,"Homme","26","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X003955",0.42750000000000005,0.5441666666666666,0.6124999999999999,0.5758333333333333,"0",NA,174,-63.041666666666664,"Homme","23","Niger","Cameroun","No","No","No","Completed","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","CAS"
"NE1022X004298",0.7025,0.43166666666666664,0.7450000000000001,0.6483333333333334,"0",3,231,-62.041666666666664,"Homme","30","Niger","Nigeria","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004299",0.7324999999999999,0.5258333333333334,0.7749999999999999,0.7041666666666667,"1",3,84,84.95833333333333,"Homme","29","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004302",0.7575,0.37750000000000006,0.74,0.6525000000000001,"0",3,77,92.95833333333333,"Homme","31","Niger","Niger","No","No","No",NA,"Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004319",0.7,0.3983333333333333,0.7150000000000001,0.6391666666666668,"1",3,76,93.95833333333333,"Homme","29","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004336",0.7,0.46499999999999997,0.85,0.6950000000000002,"1",3,91,75.95833333333333,"Homme","30","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004342",0.20750000000000002,0.495,0.7150000000000001,0.48750000000000004,"1",3,77,91.95833333333333,"Homme","32","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004345",0.7324999999999999,0.40166666666666667,0.7275,0.6608333333333334,"1",3,68,100.95833333333333,"Homme","26","Niger","Nigeria","No","No","No","Completed","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
"NE1022X004371",0.6325000000000001,0.4875,0.8325,0.6825000000000001,"1",3,91,75.95833333333333,"Homme","28","Niger","Nigeria","No","No","No","Completed","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Individual","IOM Direct Assistance","KND"
