"MimosaID","Project","InterviewDate","ReintegrationDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TrainingStart","TrainingEnd","TimeToReceiveSupport","ReceivedSupportAs","BusinessType","BusinessMembers","MicroBusinessLevel","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","SupportDuration","TrainingDuration"
"NE1019X075205","JI","2021/09/29 00:00:00","2020/06/28 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","36+",9,"Non","None",NA,NA,24,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Oui","Non","0","Non","Oui",458,0
"NE1019X039213","JI","2021/09/29 00:00:00","2020/04/01 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",546,0
"MA1021002155","JI","2021/09/29 00:00:00","2021/06/22 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",1,"Non","Business/management","2021/07/23 00:00:00","2021/07/23 00:00:00",4,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",99,0
"MA1021001954","JI","2021/09/29 00:00:00","2021/06/16 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","None",NA,NA,4,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",105,0
"NE1021X001933","JI","2021/09/29 00:00:00","2021/04/14 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","None",NA,NA,4,"En nature","Elevage","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",168,0
"CH5018X018922","JI","2021/09/29 00:00:00","2020/06/25 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","Business/management","2021/04/02 00:00:00","2021/04/02 00:00:00",48,"En nature","Elevage","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",461,0
"BF1019001526","JI","2021/09/29 00:00:00","2020/09/21 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","Business/management","2021/02/10 00:00:00","2021/02/10 00:00:00",28,"En nature","Commerce","Moi et d'autres","Individual","Non","Autre","1+","Non","Oui",373,0
"NE1019X071344","JI","2021/09/29 00:00:00","2020/08/14 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",2,"Non","None",NA,NA,4,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",411,0
"MR1021001426","JI","2021/09/29 00:00:00","2021/08/31 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","Business/management","2022/01/24 00:00:00","2022/04/20 00:00:00",4,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",29,86
"NE1020X020709","JI","2021/09/29 00:00:00","2021/06/26 00:00:00","Par téléphone","High","Low","No","Ne sait pas","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",13,"Non","None",NA,NA,40,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",95,0
"MA1021001645","JI","2021/09/29 00:00:00","2021/05/31 00:00:00","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","None",NA,NA,8,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",121,0
"SN1020001608","JI","2021/09/29 00:00:00","2020/01/29 00:00:00","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","36+",10,"Non","Business/management","2021/09/22 00:00:00","2021/09/22 00:00:00",54,"En nature","Transport","Moi uniquement","Individual","Oui","Autre","1","Oui","Oui",609,0
"CH5017X034285","JI","2021/09/29 00:00:00","2020/01/22 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","None",NA,NA,48,"En nature","Elevage","Moi uniquement","Individual","Oui","Autre","1+","Oui","Oui",616,0
"DZ1020002246","JI","2021/09/29 00:00:00","2021/01/16 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"Non","Business/management","2021/03/27 00:00:00","2021/03/27 00:00:00",12,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Oui","Oui",256,0
"MA1018002944","JI","2021/09/29 00:00:00","2020/08/07 00:00:00","Par téléphone","Low","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","None",NA,NA,12,"En nature","Autre","Moi uniquement","Individual","Non","Non","0","Oui","Oui",418,0
"NE1019X001932","JI","2021/09/30 00:00:00","2020/10/10 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","None",NA,NA,32,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",355,0
"TN1019001657","JI","2021/09/30 00:00:00","2020/09/15 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Sénégal","Autre","Masculin","14-35",3,"Non","None",NA,NA,24,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",380,0
"CH5018X029050","JI","2021/09/30 00:00:00","2020/02/15 00:00:00","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","Business/management","2021/04/02 00:00:00","2021/04/02 00:00:00",32,"En nature","Elevage","Moi et d'autres","Not individual","Oui","Non","0","Oui","Oui",593,0
"MA1020003218","JI","2021/09/30 00:00:00","2021/02/11 00:00:00","Par téléphone","Low","Low","Yes","Identique","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",231,0
"NE1020X021019","JI","2021/09/30 00:00:00","2020/12/06 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","None",NA,NA,2,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",298,0
"CH5017X028731","JI","2021/09/30 00:00:00","2020/08/11 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",415,0
"MA1020003222","JI","2021/09/30 00:00:00","2020/10/20 00:00:00","Par téléphone","High","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Féminin","14-35",1,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",345,0
"NE1020X021023","JI","2021/09/30 00:00:00","2021/04/22 00:00:00","Par téléphone","High","High","No","Identique","Non","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"Non","None",NA,NA,2,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",161,0
"MA1021001809","JI","2021/09/30 00:00:00","2021/05/31 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","36+",5,"Non","None",NA,NA,4,"En nature","Autre","Moi uniquement","Individual","Non","Non","0","Oui","Oui",122,0
"ML1019001129","JI","2021/09/30 00:00:00","2020/01/30 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","None",NA,NA,12,"En nature","Autre","Moi uniquement","Individual","Oui","Autre","1+","Oui","Oui",609,0
"MA1021001508","JI","2021/09/30 00:00:00","2021/04/28 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","None",NA,NA,2,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Oui","Oui",155,0
"SN1019001750","JI","2021/09/30 00:00:00","2020/01/17 00:00:00","Par téléphone","Low","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","Business/management","2021/10/28 00:00:00","2021/10/28 00:00:00",8,"En nature","Agriculture/aviculture","Moi et d'autres","Individual","Oui","Non","0","Non","Oui",622,0
"MA1021001742","JI","2021/09/30 00:00:00","2021/05/25 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","None",NA,NA,4,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Oui","Oui",128,0
"MA1021002202","JI","2021/09/30 00:00:00","2021/08/03 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Oui","None",NA,NA,24,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",58,0
"MA1020003273","JI","2021/09/30 00:00:00","2020/10/20 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","36+",6,"Non","None",NA,NA,2,"En nature","Agriculture/aviculture","Moi uniquement","Not individual","Non","Non","0","Non","Oui",345,0
"MA1020003009","JI","2021/09/30 00:00:00","2020/10/20 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","None",NA,NA,2,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Non",345,0
"TN1021001238","JI","2021/09/30 00:00:00","2021/06/27 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",2,"Non","None",NA,NA,2,"En nature","Autre","Moi uniquement","Individual","Non","Autre","1+","Non","Oui",95,0
"MA1021001530","JI","2021/09/30 00:00:00","2021/06/02 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Oui","None",NA,NA,8,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",120,0
"MA1021002115","JI","2021/09/30 00:00:00","2021/06/07 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",115,0
"MA1021002241","JI","2021/09/30 00:00:00","2021/07/17 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","None",NA,NA,24,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",75,0
"77 295 45 34","JI","2021/09/30 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",8,"Non","None",NA,NA,40,"En nature","Commerce","Moi uniquement","Unknown","Non","Non","0","Oui","Oui",120,0
"MA1021001577","JI","2021/09/30 00:00:00","2021/04/27 00:00:00","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","None",NA,NA,2,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Oui","Non","0","Non","Oui",156,0
"NE1019X028429","JI","2021/10/01 00:00:00","2020/02/03 00:00:00","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",606,0
"MA1021001638","JI","2021/10/01 00:00:00","2021/06/09 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","None",NA,NA,8,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",114,0
"MA1021002310","JI","2021/10/01 00:00:00","2021/09/06 00:00:00","Par téléphone","High","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","None",NA,NA,12,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Oui","Oui",25,0
"MA1018002316","JI","2021/10/01 00:00:00","2020/02/19 00:00:00","Par téléphone","High","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","None",NA,NA,40,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",590,0
"NE1019X025879","JI","2021/10/01 00:00:00","2020/09/21 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",2,"Non","None",NA,NA,54,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",375,0
"NE1019X001787","JI","2021/10/01 00:00:00","2020/01/08 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"Non","Business/management","2021/04/02 00:00:00","2021/04/02 00:00:00",8,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",632,0
"MA1021001701","JI","2021/10/01 00:00:00","2021/05/21 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",5,"Non","None",NA,NA,4,"En nature","Transport","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",133,0
"MA1021001791","JI","2021/10/01 00:00:00","2021/07/18 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","None",NA,NA,16,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Oui","Oui",75,0
"NE1019X056631","JI","2021/10/01 00:00:00","2019/10/18 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","None",NA,NA,52,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Oui","Oui",714,0
"MA1018002274","JI","2021/10/01 00:00:00","2020/02/19 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",2,"Non","None",NA,NA,12,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Oui","Autre","1+","Oui","Oui",590,0
"NE1019X057167","JI","2021/10/01 00:00:00","2021/08/06 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",4,"Non","None",NA,NA,52,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Non","Oui",56,0
"MA1018002288","JI","2021/10/01 00:00:00","2019/09/18 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","Business/management","2021/10/21 00:00:00","2021/10/22 00:00:00",16,"En nature","Elevage","Moi uniquement","Individual","Oui","Non","0","Oui","Oui",744,1
"NE1019X074178","JI","2021/10/01 00:00:00","2020/07/15 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",5,"Non","None",NA,NA,8,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",443,0
"DZ1020002266","JI","2021/10/01 00:00:00","2021/01/14 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"Non","None",NA,NA,8,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",260,0
"EG1017002731","JI","2021/10/02 00:00:00","2017/09/25 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",3,"Non","None",NA,NA,4,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",120,0
